Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Predicted_AI_Impact
Pacs Administrator,20,189,1089,0.1735537190082644,Construction,21.56
Technical Coordinator,20,344,2461,0.139780577001219,Sales & Marketing,23.176666666666666
Technical Recruiter,20,257,1377,0.186637618010167,Hospitality,16.843333333333334
Technical Specialist,20,193,1421,0.1358198451794511,Communication & PR,25.59
Technology Director,20,191,1401,0.1363311920057102,Data & IT,39.12
Web Editor,20,219,1496,0.1463903743315508,Administrative & Clerical,22.4
Counselor,20,8,31,0.2580645161290322,Leadership & Strategy,21.083333333333332
Direct Care Worker,20,6,20,0.3,Medical & Healthcare,20.083333333333332
Drug And Alcohol Counselor,20,201,1360,0.1477941176470588,Supply Chain & Logistics,28.56
Guidance Counselor,20,226,1391,0.1624730409777138,Law Enforcement,24.1
Marriage And Family Therapist,20,121,717,0.1687587168758716,Construction,22.77
Front Office Manager,20,1,2,0.5,Sales & Marketing,48.233333333333334
Health Educator,20,709,2796,0.2535765379113018,Hospitality,18.916666666666668
Medical Courier,20,742,3149,0.2356303588440775,Communication & PR,11.64
Medical Science Liaison,20,988,3937,0.2509525019050038,Data & IT,17.083333333333332
Nurse Administrator,20,893,3569,0.2502101428971701,Administrative & Clerical,18.23
Nurse Coordinator,20,892,3415,0.2612005856515373,Leadership & Strategy,18.383333333333333
Nurse Manager,20,900,3448,0.2610208816705336,Medical & Healthcare,18.376666666666665
Nursing Supervisor,20,815,2976,0.2738575268817204,Supply Chain & Logistics,22.366666666666667
Patient Liaison,20,800,3265,0.2450229709035222,Law Enforcement,11.136666666666667
Pharmacy Supervisor,20,782,2927,0.2671677485480013,Construction,21.583333333333332
Rehab Aide,20,626,2893,0.2163843760801935,Sales & Marketing,16.65
Rehab Director,20,844,3350,0.2519402985074627,Hospitality,13.316666666666666
City Manager,20,844,3512,0.2403189066059225,Communication & PR,16.746666666666666
City Planner,20,845,3511,0.240672173170037,Data & IT,16.18
Forensic Social Worker,20,647,2667,0.2425946756655418,Administrative & Clerical,16.75
Park Manager,20,734,3128,0.2346547314578005,Leadership & Strategy,16.23
Psychiatric Social Worker,20,751,3159,0.2377334599556821,Medical & Healthcare,15.34
Public Health Advisor,20,902,3456,0.2609953703703703,Supply Chain & Logistics,18.933333333333334
Social Worker,20,886,3413,0.2595956636390272,Law Enforcement,18.083333333333332
Procurement Manager,20,1089,4060,0.2682266009852216,Construction,14.183333333333334
Purchasing Manager,20,1184,4682,0.2528833831695856,Sales & Marketing,18.583333333333332
Supply Chain Manager,20,1199,4710,0.2545647558386412,Hospitality,17.633333333333333
Exercise Physiologist,20,645,2517,0.2562574493444577,Communication & PR,18.656666666666666
Fitness Instructor,20,656,2559,0.2563501367721766,Data & IT,18.80666666666667
Group Exercise Instructor,20,653,2528,0.2583069620253164,Administrative & Clerical,19.756666666666668
Group Fitness Instructor,20,649,2520,0.2575396825396825,Leadership & Strategy,19.203333333333333
Gymnastics Instructor,20,601,2290,0.2624454148471615,Medical & Healthcare,19.55
Head Coach,20,663,2742,0.2417943107221006,Supply Chain & Logistics,17.783333333333335
Pilates Instructor,20,329,1139,0.2888498683055311,Law Enforcement,22.35
Strength And Conditioning Coach,20,730,2920,0.25,Construction,16.616666666666667
Tennis Instructor,20,747,3085,0.2421393841166936,Sales & Marketing,17.533333333333335
Training Instructor,20,1122,4338,0.2586445366528354,Hospitality,16.816666666666666
Board Operator,20,786,3443,0.2282892826023816,Communication & PR,16.336666666666666
Curriculum Writer,20,1119,4992,0.2241586538461538,Data & IT,13.433333333333334
Digital Archivist,20,1128,4433,0.2544552221971576,Administrative & Clerical,16.983333333333334
Freelance Copywriter,20,1190,4933,0.2412325157105209,Leadership & Strategy,17.743333333333332
Freelance Writer,20,1186,4899,0.2420902224943866,Medical & Healthcare,18.09
Managing Editor,20,1170,5035,0.2323733862959285,Supply Chain & Logistics,17.45
Script Writer,20,1299,5364,0.2421700223713646,Law Enforcement,17.6
Senior Technical Writer,20,1358,5371,0.2528393222863526,Construction,19.35
Sports Writer,20,1247,4990,0.2498997995991984,Sales & Marketing,17.266666666666666
Telecommunications Manager,20,1175,4643,0.2530691363342666,Hospitality,16.816666666666666
Writer,20,1314,5319,0.2470389170896785,Communication & PR,18.583333333333332
Optical Engineer,20,630,2780,0.2266187050359712,Data & IT,17.633333333333333
Petroleum Engineer,20,598,2679,0.223217618514371,Administrative & Clerical,17.3
Plant Engineer,20,626,2714,0.2306558585114222,Leadership & Strategy,18.303333333333335
Plastics Engineer,20,628,2773,0.2264695275874504,Medical & Healthcare,18.65
Port Engineer,20,538,2554,0.2106499608457321,Supply Chain & Logistics,15.783333333333333
Product Safety Engineer,20,650,2800,0.2321428571428571,Law Enforcement,17.726666666666667
Radar Technician,20,611,2771,0.220498015156983,Construction,17.95
Railroad Engineer,20,543,2285,0.2376367614879649,Sales & Marketing,20.3
Satellite Technician,20,646,2796,0.2310443490701001,Hospitality,17.433333333333334
Water Resource Engineer,20,695,2843,0.244460077383046,Communication & PR,17.83
Media Assistant,20,1221,5112,0.2388497652582159,Data & IT,16.666666666666668
Office Administrative Assistant,20,1181,4661,0.2533791031967389,Administrative & Clerical,19.05
Operations Assistant,20,1234,4776,0.2583752093802345,Leadership & Strategy,17.566666666666666
Program Administrator,20,1339,5294,0.252927842840952,Medical & Healthcare,19.083333333333332
Program Associate,20,1329,5313,0.2501411631846414,Supply Chain & Logistics,19.283333333333335
Residence Manager,20,895,3577,0.25020967291026,Law Enforcement,18.076666666666668
Support Manager,20,1186,4632,0.2560449050086356,Construction,18.116666666666667
Team Leader,20,1185,4540,0.2610132158590308,Sales & Marketing,17.9
Airline Pilot,20,314,1253,0.2505985634477254,Hospitality,18.523333333333333
Boat Captain,20,303,1157,0.2618841832324978,Communication & PR,26.653333333333332
Commercial Diver,20,308,1236,0.2491909385113268,Data & IT,18.56
Dispatcher,20,873,3839,0.2274029695233133,Administrative & Clerical,16.666666666666668
First Officer,20,281,1113,0.252470799640611,Leadership & Strategy,22.37
Flight Dispatcher,20,472,1903,0.2480294272201786,Medical & Healthcare,19.633333333333333
Freight Broker,20,740,2997,0.2469135802469135,Supply Chain & Logistics,16.226666666666667
Helicopter Pilot,20,262,1054,0.2485768500948766,Law Enforcement,22.523333333333333
Petroleum Inspector,20,561,2455,0.2285132382892057,Construction,17.663333333333334
Pilot,20,258,1487,0.1735036987222595,Sales & Marketing,21.5
Private Pilot,20,227,1299,0.1747498075442648,Hospitality,23.9
Transportation Driver,20,609,2466,0.2469586374695863,Communication & PR,16.633333333333333
Transportation Specialist,20,840,3470,0.2420749279538905,Data & IT,16.976666666666667
Transporter,20,613,2475,0.2476767676767677,Administrative & Clerical,14.61
Baker,20,316,1344,0.2351190476190476,Leadership & Strategy,16.18
Bar Server,20,425,1725,0.2463768115942029,Medical & Healthcare,20.876666666666665
Beverage Server,20,440,1748,0.2517162471395881,Supply Chain & Logistics,18.546666666666667
Butler,20,370,1457,0.2539464653397392,Law Enforcement,19.02
Campground Manager,20,701,3099,0.2262020006453694,Construction,17.463333333333335
Catering Assistant,20,469,2051,0.2286689419795221,Sales & Marketing,22.80666666666667
Chef,20,362,1488,0.2432795698924731,Hospitality,16.77
Chef Assistant,20,356,1506,0.2363877822045152,Communication & PR,17.673333333333332
Cocktail Waitress,20,452,1771,0.2552230378317335,Data & IT,18.246666666666666
Dietary Cook,20,348,1441,0.2414989590562109,Administrative & Clerical,14.76
Enologist,20,407,1554,0.2619047619047619,Leadership & Strategy,18.706666666666667
Fine Dining Server,20,550,2139,0.2571294997662459,Medical & Healthcare,24.46
Food Safety Specialist,20,786,3041,0.2584676093390332,Supply Chain & Logistics,17.74
Food Server,20,552,2033,0.2715199212985735,Law Enforcement,24.023333333333333
Food Stylist,20,589,2348,0.2508517887563884,Construction,17.373333333333335
Innkeeper,20,781,3235,0.2414219474497681,Sales & Marketing,16.313333333333333
Nutrition Assistant,20,613,2451,0.2501019991840065,Hospitality,17.216666666666665
Occupational Therapist,20,557,2207,0.2523787947439964,Communication & PR,18.703333333333333
Optometrist,20,457,1866,0.2449088960342979,Data & IT,17.743333333333332
Palliative Care Nurse Practitioner,20,617,2411,0.2559104106180008,Administrative & Clerical,17.24
Patient Care Assistant,20,672,2835,0.237037037037037,Leadership & Strategy,15.29
Patient Care Specialist,20,771,3213,0.2399626517273576,Medical & Healthcare,16.25
Pediatric Occupational Therapist,20,541,2167,0.2496538994000923,Supply Chain & Logistics,18.7
Pediatric Physical Therapist,20,539,2165,0.248960739030023,Law Enforcement,18.24
Physiologist,20,517,2470,0.2093117408906882,Construction,15.883333333333333
Psychological Assistant,20,696,2863,0.2431016416346489,Sales & Marketing,17.49
Radiologist,20,554,2214,0.2502258355916892,Hospitality,18.9
Rn Supervisor,20,669,2703,0.2475027746947835,Communication & PR,11.586666666666666
Auto Damage Appraiser,19,671,2692,0.2492570579494799,Data & IT,10.283333333333333
Automotive Detailer,18,392,1373,0.2855061908230153,Administrative & Clerical,21.663333333333334
Automotive Service Advisor,18,494,2081,0.237385872176838,Leadership & Strategy,19.483333333333334
Bike Mechanic,18,327,1249,0.2618094475580464,Medical & Healthcare,19.723333333333333
Crew Member,18,504,1900,0.2652631578947368,Supply Chain & Logistics,17.683333333333334
Exterminator,18,208,946,0.2198731501057082,Law Enforcement,13.333333333333334
Facilities Assistant,18,382,1845,0.2070460704607046,Construction,10.16
Farm Worker,18,203,822,0.2469586374695863,Sales & Marketing,19.66
Handyman,18,212,919,0.2306855277475517,Hospitality,17.643333333333334
Heavy Equipment Operators,18,235,1009,0.2329038652130822,Communication & PR,20.823333333333334
Installation Manager,18,673,2670,0.2520599250936329,Data & IT,14.67
Insulator,18,186,768,0.2421875,Administrative & Clerical,16.746666666666666
Journeyman,18,206,838,0.2458233890214797,Leadership & Strategy,20.096666666666668
Lathe Machinist,18,223,879,0.2536973833902161,Medical & Healthcare,23.246666666666666
Line Service Technician,18,402,2017,0.1993058998512642,Supply Chain & Logistics,16.803333333333335
Low Voltage Technician,18,434,2115,0.2052009456264775,Law Enforcement,14.176666666666666
Maintenance,18,457,1854,0.2464940668824164,Construction,17.4
Maintenance Worker,18,421,1649,0.2553062462098241,Sales & Marketing,17.836666666666666
Marine Mechanic,18,400,1957,0.2043944813490035,Hospitality,15.87
Marine Surveyor,18,482,2242,0.2149866190900981,Communication & PR,14.566666666666666
Mechanic,18,358,1485,0.241077441077441,Data & IT,15.99
Millwright,18,309,1674,0.1845878136200716,Administrative & Clerical,16.766666666666666
Motorcycle Technician,18,385,1932,0.1992753623188405,Leadership & Strategy,16.006666666666668
Paint Technician,18,393,1801,0.2182121043864519,Medical & Healthcare,9.6
Parts Specialist,18,580,2747,0.2111394248270841,Supply Chain & Logistics,10.923333333333334
Pipeline,18,485,1928,0.2515560165975103,Law Enforcement,17.1
Pressure Washer,18,257,1296,0.1983024691358024,Construction,17.0
Pump Operator,17,487,2005,0.2428927680798005,Sales & Marketing,16.196666666666665
Roustabout,17,468,1837,0.2547632008709853,Hospitality,20.253333333333334
School Custodian,17,578,2449,0.236014699877501,Communication & PR,14.716666666666667
Steamfitter,17,486,2023,0.2402372713791399,Data & IT,22.49
Steel Worker,17,483,1917,0.2519561815336463,Administrative & Clerical,17.61
Substation Technician,16,498,2066,0.2410454985479186,Leadership & Strategy,15.996666666666666
Tower Crane Operator,16,481,1909,0.251964379256155,Medical & Healthcare,16.476666666666667
Tree Climber,15,474,1836,0.2581699346405229,Supply Chain & Logistics,20.01
Tree Trimmer,15,476,1917,0.2483046426708398,Law Enforcement,17.186666666666667
Utility Operator,15,531,2160,0.2458333333333333,Construction,13.81
Welder Apprentice,15,516,2106,0.245014245014245,Sales & Marketing,15.09
Welder Helper,15,518,2109,0.2456140350877192,Hospitality,15.006666666666666
Coating Inspector,15,464,1732,0.2678983833718245,Communication & PR,19.02
Fabricator,15,246,1018,0.2416502946954813,Data & IT,15.733333333333333
Freight Handler,15,210,998,0.2104208416833667,Administrative & Clerical,14.316666666666666
Industrial Cleaner,15,181,865,0.2092485549132948,Leadership & Strategy,19.15
Parts Clerk,15,592,2344,0.2525597269624573,Medical & Healthcare,16.55666666666667
Product Tester,15,782,3424,0.2283878504672897,Supply Chain & Logistics,13.42
Production Manager,15,927,3806,0.2435627955859169,Law Enforcement,13.66
Production Supervisor,15,913,3764,0.2425611052072263,Construction,13.41
Shift Leader,15,996,3933,0.2532418001525553,Sales & Marketing,13.95
Tool And Die Maker,15,503,2128,0.2363721804511278,Hospitality,19.813333333333333
Platform Engineer,15,926,3846,0.2407696307852314,Communication & PR,14.553333333333333
Process Technician,15,744,3051,0.2438544739429695,Data & IT,13.303333333333333
Release Engineer,15,1179,4468,0.263876454789615,Administrative & Clerical,15.2
Software Development Manager,15,1238,4840,0.2557851239669421,Leadership & Strategy,15.766666666666667
Software Engineering Manager,15,1235,4837,0.2553235476535042,Medical & Healthcare,15.183333333333334
Staff Engineer,15,1162,4576,0.2539335664335664,Supply Chain & Logistics,11.666666666666666
Director Of Sustainability,15,834,3231,0.2581244196843082,Law Enforcement,14.45
Health Policy Analyst,15,858,3197,0.2683766030653738,Construction,21.956666666666667
Psychometrician,15,729,2848,0.2559691011235955,Sales & Marketing,16.303333333333335
Sustainability Consultant,15,925,3786,0.2443211833069202,Hospitality,14.003333333333334
Sustainability Coordinator,15,922,3790,0.2432717678100263,Communication & PR,12.626666666666667
Instructional Designer,15,1387,5666,0.2447935051182492,Data & IT,15.8
Junior Graphic Designer,15,1217,5123,0.2375561194612531,Administrative & Clerical,13.4
Activities Coordinator,15,1085,4318,0.2512737378415933,Leadership & Strategy,14.066666666666666
Career Specialist,15,1074,4405,0.2438138479001135,Medical & Healthcare,14.16
Chief Human Resources Officer,15,916,3721,0.2461703843052942,Supply Chain & Logistics,10.303333333333333
Construction Supervisor,15,847,3358,0.2522334723049434,Law Enforcement,13.633333333333333
Corporate Travel Consultant,15,1077,4443,0.2424037812288993,Construction,13.393333333333333
Hr Consultant,15,1071,4272,0.2507022471910112,Sales & Marketing,14.533333333333333
Hr Recruiter,15,1072,4257,0.2518205308902983,Hospitality,14.0
Human Resource Consultant,15,1058,4200,0.2519047619047619,Communication & PR,13.6
Human Resources Associate,15,1049,4152,0.2526493256262042,Data & IT,13.15
Human Resources Recruiter,15,1070,4234,0.2527161076995748,Administrative & Clerical,14.4
Labor Relations Specialist,15,871,3744,0.2326388888888889,Leadership & Strategy,13.48
Nurse Recruiter,15,942,4011,0.2348541510845175,Medical & Healthcare,13.193333333333333
Attorney,15,800,3198,0.2501563477173233,Supply Chain & Logistics,10.976666666666667
Attorney General,15,774,3080,0.2512987012987013,Law Enforcement,13.333333333333334
Judicial Law Clerk,15,698,2908,0.2400275103163686,Construction,14.426666666666666
Law Clerk,15,650,2816,0.2308238636363636,Sales & Marketing,13.31
Law Librarian,15,672,3040,0.2210526315789473,Hospitality,13.566666666666666
Lawyer,15,764,3329,0.2294983478522078,Communication & PR,12.636666666666667
Negotiator,15,876,3713,0.2359278211688661,Data & IT,12.563333333333333
Horse Trainer,15,230,885,0.2598870056497175,Administrative & Clerical,28.296666666666667
Kennel Assistant,15,222,937,0.2369263607257203,Leadership & Strategy,15.833333333333334
Kennel Attendant,15,222,931,0.238453276047261,Medical & Healthcare,16.25
Kennel Technician,15,220,929,0.2368137782561894,Supply Chain & Logistics,14.77
Veterinary Pathologist,15,511,2048,0.24951171875,Law Enforcement,14.69
Party Chief,15,565,2335,0.2419700214132762,Construction,14.296666666666667
Sushi Chef,15,453,2032,0.2229330708661417,Sales & Marketing,14.966666666666667
Barber,15,310,1258,0.246422893481717,Hospitality,17.206666666666667
Care Taker,15,465,1741,0.2670878805284319,Communication & PR,20.05
Caretaker,15,464,1829,0.2536905412793876,Data & IT,20.95
Home Attendant,15,401,1604,0.25,Administrative & Clerical,17.176666666666666
Home Care Provider,15,409,1607,0.2545115121344119,Leadership & Strategy,14.833333333333334
Home Caregiver,15,414,1640,0.2524390243902439,Medical & Healthcare,21.203333333333333
Personal Caregiver,15,523,2011,0.2600696171059174,Supply Chain & Logistics,17.923333333333332
Private Caregiver,15,523,2172,0.2407918968692449,Law Enforcement,13.68
Senior Caregiver,15,640,2521,0.2538675128917096,Construction,14.693333333333333
Detention Officer,15,519,1946,0.2667009249743062,Sales & Marketing,14.83
Firearms Instructor,15,349,1315,0.2653992395437262,Hospitality,17.266666666666666
Guard,15,326,1280,0.2546875,Communication & PR,19.37
Immigration Officer,15,546,1897,0.2878228782287823,Data & IT,23.406666666666666
Juvenile Detention Officer,15,502,1928,0.2603734439834025,Administrative & Clerical,20.923333333333332
Military Officer,15,572,2344,0.2440273037542662,Leadership & Strategy,14.283333333333333
Patrol Officer,15,565,2259,0.2501106684373617,Medical & Healthcare,15.683333333333334
Police Cadet,15,537,2063,0.2603005332040717,Supply Chain & Logistics,17.073333333333334
Police Lieutenant,15,558,2265,0.2463576158940397,Law Enforcement,17.363333333333333
Police Sergeant,15,561,2281,0.2459447610697062,Construction,17.83
Probation Officer,15,661,2682,0.2464578672632364,Sales & Marketing,13.223333333333333
Public Safety Officer,15,817,3365,0.2427934621099554,Hospitality,13.823333333333334
Cyber Security,15,813,3139,0.2589996814272061,Communication & PR,15.57
Devops,15,897,3315,0.2705882352941176,Data & IT,20.833333333333332
Field Technician,15,794,2906,0.2732278045423262,Administrative & Clerical,18.583333333333332
Information Security,15,1139,4371,0.2605811027224891,Leadership & Strategy,14.8
Information Technology,15,1204,4579,0.2629395064424547,Medical & Healthcare,13.9
Infrastructure Manager,15,1175,4387,0.2678367905174378,Supply Chain & Logistics,16.1
It Operations Manager,15,1208,4479,0.2697030587184639,Law Enforcement,15.1
It Program Manager,15,1221,4501,0.2712730504332371,Construction,15.333333333333334
Monitor Technician,15,756,3115,0.2426966292134831,Sales & Marketing,15.256666666666666
Network Operations Manager,15,1053,4388,0.2399726526891522,Hospitality,14.156666666666666
Senior Program Manager,15,1213,5052,0.2401029295328582,Communication & PR,13.766666666666667
Systems Manager,15,1216,4975,0.2444221105527638,Data & IT,11.65
Technical Lead,15,1259,4828,0.2607705053852527,Administrative & Clerical,14.883333333333333
Addiction Counselor,15,800,3204,0.2496878901373283,Leadership & Strategy,10.316666666666666
Behavior Analyst,15,811,3056,0.2653795811518324,Medical & Healthcare,18.96
Behavioral Therapist,15,786,2995,0.2624373956594323,Supply Chain & Logistics,16.446666666666665
Chemical Dependency Counselor,15,771,2991,0.2577733199598796,Law Enforcement,15.383333333333333
Counseling Psychologist,15,739,2892,0.2555325034578146,Construction,16.233333333333334
Developmental Psychologist,15,722,2886,0.2501732501732501,Sales & Marketing,14.25
Licensed Professional Counselor,15,655,2892,0.2264868603042877,Hospitality,14.933333333333334
Rehabilitation Counselor,15,783,3133,0.2499202042770507,Communication & PR,13.183333333333334
Vocational Rehabilitation Counselor,15,746,2931,0.2545206414193108,Data & IT,14.983333333333333
Commercial Real Estate Broker,15,938,3670,0.2555858310626703,Administrative & Clerical,14.066666666666666
Housing Coordinator,15,673,2555,0.2634050880626223,Leadership & Strategy,19.586666666666666
Lease Operator,15,517,1986,0.2603222557905337,Medical & Healthcare,28.863333333333333
Real Estate Administrative Assistant,15,1076,4249,0.2532360555424806,Supply Chain & Logistics,14.333333333333334
Real Estate Agent,15,1093,4314,0.2533611497450162,Law Enforcement,14.133333333333333
Real Estate Appraiser,15,1014,4121,0.2460567823343848,Construction,14.076666666666666
Real Estate Assistant,15,1056,4199,0.2514884496308645,Sales & Marketing,14.466666666666667
Real Estate Associate,15,1058,4199,0.2519647535127411,Hospitality,14.133333333333333
Real Estate Broker,15,1071,4256,0.2516447368421052,Communication & PR,14.3
Residential Property Manager,15,1054,4175,0.2524550898203593,Data & IT,13.916666666666666
Archaeologist,15,698,2793,0.2499104905119942,Administrative & Clerical,14.766666666666667
Clinical Associate,15,741,2848,0.2601825842696629,Leadership & Strategy,16.273333333333333
Energy Consultant,15,889,3298,0.2695573074590661,Medical & Healthcare,21.783333333333335
Gemologist,15,286,1183,0.2417582417582417,Supply Chain & Logistics,13.91
Geologist,15,400,1534,0.2607561929595828,Law Enforcement,21.906666666666666
Library Aide,15,632,2846,0.2220660576247364,Construction,14.933333333333334
Medical Engineer,15,666,3053,0.2181460858172289,Sales & Marketing,14.25
Medical Scientist,15,710,3157,0.2248970541653468,Hospitality,12.726666666666667
Physical Scientist,15,537,2543,0.2111679119150609,Communication & PR,13.516666666666667
Radiation Safety Officer,15,649,2822,0.2299787384833451,Data & IT,14.25
Research Scientist,15,849,3400,0.2497058823529411,Administrative & Clerical,14.283333333333333
Wildlife Biologist,15,531,2245,0.2365256124721603,Leadership & Strategy,12.656666666666666
Assessor,15,822,3326,0.2471437161755862,Medical & Healthcare,12.0
Asset Management Analyst,15,885,3693,0.239642567018684,Supply Chain & Logistics,13.18
Bank Examiner,15,817,3332,0.2451980792316926,Law Enforcement,13.73
Banking Consultant,15,911,3899,0.2336496537573736,Construction,13.243333333333334
Controller,15,839,3328,0.2521033653846153,Sales & Marketing,13.663333333333334
Corporate Controller,15,848,3330,0.2546546546546546,Hospitality,14.473333333333333
Finance Controller,15,983,3620,0.2715469613259668,Communication & PR,14.816666666666666
Financial Advisor,15,990,3837,0.2580140734949179,Data & IT,13.516666666666667
Financial Advisor Trainee,15,956,3721,0.2569201827465735,Administrative & Clerical,12.726666666666667
Financial Controller,15,975,3604,0.2705327413984462,Leadership & Strategy,14.566666666666666
Financial Manager,15,962,3573,0.2692415337251609,Medical & Healthcare,14.35
In House Counsel,15,698,2743,0.2544659132336857,Supply Chain & Logistics,15.483333333333333
Investment Manager,15,839,3274,0.256261453879047,Law Enforcement,15.316666666666666
Lending Manager,15,1016,4131,0.2459452916969257,Construction,14.06
Loan Consultant,15,1034,4224,0.2447916666666666,Sales & Marketing,13.776666666666667
Loan Officer Assistant,15,1021,4171,0.2447854231599137,Hospitality,13.7
Mortgage Advisor,15,1001,3967,0.2523317368288379,Communication & PR,13.866666666666667
Mortgage Specialist,15,977,3902,0.2503844182470528,Data & IT,15.05
Personal Financial Advisor,15,1035,4230,0.2446808510638297,Administrative & Clerical,13.783333333333333
Premium Auditor,15,726,3031,0.2395249092708677,Leadership & Strategy,11.966666666666667
Reimbursement Specialist,15,899,3586,0.250697155605131,Medical & Healthcare,15.013333333333334
Senior Auditor,15,1031,4047,0.2547566098344452,Supply Chain & Logistics,13.483333333333333
Senior Tax Accountant,15,1032,4050,0.2548148148148148,Law Enforcement,13.916666666666666
Senior Treasury Analyst,15,1052,4104,0.2563352826510721,Construction,13.766666666666667
Case Aide,15,824,3508,0.2348916761687571,Sales & Marketing,7.343333333333334
Supervisor,15,1202,4507,0.2666962502773463,Hospitality,14.85
Contract Analyst,15,862,3657,0.2357123325129888,Communication & PR,12.73
Executive Manager,15,995,3985,0.2496863237139272,Data & IT,14.65
Front Desk Manager,15,841,3660,0.2297814207650273,Administrative & Clerical,13.59
Global Account Manager,15,978,3921,0.2494261667941851,Leadership & Strategy,14.123333333333333
Manager,15,1316,5181,0.2540050183362285,Medical & Healthcare,16.366666666666667
Market Manager,15,1234,4926,0.2505075111652456,Supply Chain & Logistics,14.7
Patient Access Manager,15,1101,4517,0.2437458490148328,Law Enforcement,13.566666666666666
Regional Director,15,1182,4385,0.2695553021664766,Construction,15.066666666666666
Senior Manager,15,1174,4360,0.2692660550458715,Sales & Marketing,15.0
Vice President Of Finance,15,1138,4326,0.2630605640314378,Hospitality,14.45
Vice President Of Operations,15,1147,4347,0.2638601334253508,Communication & PR,14.25
Vp Of Finance,15,1118,4251,0.2629969418960244,Data & IT,13.816666666666666
Demonstrator,15,845,3937,0.2146304292608585,Administrative & Clerical,14.15
Sales Lead,15,1154,4417,0.2612633008829522,Leadership & Strategy,15.233333333333333
Sales Team Leader,15,1157,4511,0.2564841498559078,Medical & Healthcare,14.2
Salesperson,15,1104,4519,0.2443018366895331,Supply Chain & Logistics,9.42
Technical Account Manager,15,1181,4640,0.2545258620689655,Law Enforcement,16.2
Territory Account Manager,15,1156,4579,0.2524568683118585,Construction,12.85
Territory Sales Manager,15,1154,4575,0.2522404371584699,Sales & Marketing,10.733333333333333
Wholesale Account Executive,15,1080,4211,0.2564711469959629,Hospitality,12.983333333333333
Mds Coordinator,15,827,3235,0.2556414219474497,Communication & PR,13.883333333333333
Public Health Nurse,15,740,2968,0.2493261455525606,Data & IT,13.943333333333333
Utilization Review Nurse,15,768,3134,0.2450542437779196,Administrative & Clerical,14.203333333333333
Bilingual,15,848,3512,0.2414578587699316,Leadership & Strategy,14.566666666666666
Optical Manager,15,633,2799,0.2261521972132904,Medical & Healthcare,15.433333333333334
Recreation Aide,15,609,2418,0.2518610421836228,Supply Chain & Logistics,16.3
Architectural Engineer,15,736,3015,0.2441127694859038,Law Enforcement,14.566666666666666
Clinical Engineer,15,653,2764,0.2362518089725036,Construction,13.423333333333334
Commissioning Engineer,15,658,2529,0.2601818900751285,Sales & Marketing,17.983333333333334
Electrical Apprentice,15,577,2073,0.2783405692233478,Hospitality,21.106666666666666
Electromechanical Technician,15,718,2526,0.2842438638163104,Communication & PR,21.25
Energy Manager,15,891,3222,0.276536312849162,Data & IT,22.083333333333332
Engineer,15,814,3007,0.2707016960425673,Administrative & Clerical,19.133333333333333
Flight Test Engineer,15,704,2536,0.277602523659306,Leadership & Strategy,16.24
General Engineer,15,790,2828,0.2793493635077793,Medical & Healthcare,19.1
Hardware Technician,15,785,2771,0.2832912306026705,Supply Chain & Logistics,20.95
Instrument Engineer,15,773,2730,0.2831501831501831,Law Enforcement,18.866666666666667
Academic Advisor,15,905,3602,0.2512493059411438,Construction,13.616666666666667
Academic Counselor,15,885,3544,0.2497178329571106,Sales & Marketing,13.996666666666666
Admissions Counselor,15,885,3554,0.2490151941474395,Hospitality,14.256666666666666
Agriculture Teacher,15,682,2797,0.2438326778691455,Communication & PR,12.193333333333333
Assistant Principal,15,815,3341,0.2439389404369949,Data & IT,13.17
Assistant Superintendent,15,775,3221,0.2406085066749456,Administrative & Clerical,14.313333333333333
Bilingual Teacher,15,828,3274,0.2529016493585828,Leadership & Strategy,13.216666666666667
Business Education Teacher,15,769,3071,0.2504070335395637,Medical & Healthcare,13.766666666666667
Curator,15,957,3964,0.241422805247225,Supply Chain & Logistics,12.903333333333334
Director Of Special Education,15,777,2715,0.2861878453038674,Law Enforcement,20.183333333333334
Education Administrator,15,838,3498,0.2395654659805603,Construction,12.83
Education Coordinator,15,848,3590,0.2362116991643454,Sales & Marketing,12.883333333333333
Elementary School Principal,15,678,2750,0.2465454545454545,Hospitality,13.506666666666666
Foreign Language Teacher,15,566,2110,0.2682464454976303,Communication & PR,19.123333333333335
Guitar Teacher,15,511,1879,0.271953166577967,Data & IT,15.123333333333333
Learning Consultant,15,1004,4190,0.239618138424821,Administrative & Clerical,13.823333333333334
Nursing Faculty,15,716,2814,0.2544420753375977,Leadership & Strategy,15.283333333333333
Nursing Instructor,15,710,2811,0.2525791533262184,Medical & Healthcare,14.386666666666667
Residence Hall Director,15,975,3743,0.2604862409831686,Supply Chain & Logistics,13.2
Special Needs Teacher,15,940,3542,0.2653867871259175,Law Enforcement,14.283333333333333
Teacher,15,1083,4106,0.2637603507062835,Construction,13.333333333333334
Technology Teacher,15,1133,4256,0.2662124060150376,Sales & Marketing,10.35
University President,15,1100,4081,0.2695417789757412,Hospitality,14.583333333333334
Entertainer,15,718,2842,0.2526389866291344,Communication & PR,14.283333333333333
Fashion Designer,15,907,3977,0.2280613527784762,Data & IT,9.8
Floral Assistant,15,437,1943,0.2249099330931549,Administrative & Clerical,14.123333333333333
Junior Art Director,15,1120,4809,0.2328966521106259,Leadership & Strategy,13.266666666666667
