Job titiles,Domain,AI Impact,Model_AI_Impact,Job_Resilience_Score,Resilience_Level
Fork Lift Operator,Leadership & Strategy,15,16.026666666666667,83.97333333333333,High Resilience
Paver,Medical & Healthcare,15,18.026666666666667,81.97333333333333,High Resilience
Plumber,Supply Chain & Logistics,15,17.053333333333335,82.94666666666666,High Resilience
Scaffold Builder,Law Enforcement,15,24.42333333333333,75.57666666666667,High Resilience
Welder,Construction,15,15.676666666666666,84.32333333333334,High Resilience
Executive Recruiter,Sales & Marketing,15,13.793333333333331,86.20666666666666,High Resilience
Business Specialist,Hospitality,15,14.383333333333333,85.61666666666667,High Resilience
Assistant Operations Manager,Communication & PR,15,14.033333333333331,85.96666666666667,High Resilience
Paraprofessional,Data & IT,15,13.2,86.8,High Resilience
Chief Diversity Officer,Administrative & Clerical,15,22.066666666666663,77.93333333333334,High Resilience
Design Manager,Leadership & Strategy,15,15.4,84.6,High Resilience
Lacrosse Coach,Medical & Healthcare,15,16.843333333333334,83.15666666666667,High Resilience
Swim Coach,Supply Chain & Logistics,15,15.25,84.75,High Resilience
Tennis Coach,Law Enforcement,15,18.23,81.77,High Resilience
Volleyball Coach,Construction,15,15.67,84.33,High Resilience
Wrestling Coach,Sales & Marketing,15,16.4,83.6,High Resilience
Electrical Assistant,Hospitality,15,17.78,82.22,High Resilience
Electrician,Communication & PR,15,17.75,82.25,High Resilience
Electrician Helper,Data & IT,15,17.893333333333334,82.10666666666667,High Resilience
Dock Supervisor,Administrative & Clerical,15,17.433333333333334,82.56666666666666,High Resilience
Journeyman Electrician,Leadership & Strategy,15,16.74,83.26,High Resilience
Journeyman Lineman,Medical & Healthcare,15,23.126666666666665,76.87333333333333,High Resilience
Plant Supervisor,Supply Chain & Logistics,15,13.34,86.66,High Resilience
Nurse Supervisor,Law Enforcement,15,14.556666666666668,85.44333333333333,High Resilience
Pharmacy Manager,Construction,15,13.37,86.63,High Resilience
Football Coach,Sales & Marketing,15,15.233333333333333,84.76666666666667,High Resilience
Gymnastics Coach,Hospitality,15,14.3,85.7,High Resilience
Soccer Coach,Communication & PR,15,16.083333333333332,83.91666666666667,High Resilience
Bid Manager,Data & IT,15,13.62,86.38,High Resilience
Interpreter,Administrative & Clerical,15,13.82,86.18,High Resilience
Team Manager,Leadership & Strategy,15,14.533333333333331,85.46666666666667,High Resilience
Baggage Handler,Medical & Healthcare,15,17.093333333333334,82.90666666666667,High Resilience
Food Runner,Supply Chain & Logistics,15,18.013333333333332,81.98666666666666,High Resilience
Surveillance Operator,Law Enforcement,15,14.86,85.14,High Resilience
Chief Marketing Officer,Construction,15,13.016666666666667,86.98333333333333,High Resilience
Executive Director,Sales & Marketing,15,14.65,85.35,High Resilience
Managing Director,Hospitality,15,13.65,86.35,High Resilience
Senior Vice President,Communication & PR,15,13.316666666666666,86.68333333333334,High Resilience
Helper,Data & IT,15,19.416666666666668,80.58333333333333,High Resilience
Summer Camp Counselor,Administrative & Clerical,15,13.35,86.65,High Resilience
Property Manager,Leadership & Strategy,15,13.383333333333333,86.61666666666667,High Resilience
Real Estate Developer,Medical & Healthcare,15,13.333333333333334,86.66666666666667,High Resilience
Inventory Supervisor,Supply Chain & Logistics,15,14.036666666666669,85.96333333333334,High Resilience
Investment Officer,Law Enforcement,15,15.85,84.15,High Resilience
Revenue Manager,Construction,15,13.41,86.59,High Resilience
Senior Staff Accountant,Sales & Marketing,15,13.033333333333331,86.96666666666667,High Resilience
Admissions Representative,Hospitality,15,13.223333333333333,86.77666666666667,High Resilience
Assistant Registrar,Communication & PR,15,13.74,86.26,High Resilience
Junior Copywriter,Data & IT,15,14.416666666666666,85.58333333333333,High Resilience
Landscape Designer,Administrative & Clerical,15,13.573333333333334,86.42666666666666,High Resilience
Business Advisor,Leadership & Strategy,15,13.8,86.2,High Resilience
Contract Manager,Medical & Healthcare,15,10.95,89.05,High Resilience
Director Of Environmental Services,Supply Chain & Logistics,15,14.696666666666667,85.30333333333333,High Resilience
Business Assistant,Law Enforcement,15,13.233333333333333,86.76666666666667,High Resilience
Diversity Manager,Construction,15,13.21,86.78999999999999,High Resilience
Executive,Sales & Marketing,15,14.25,85.75,High Resilience
General Counsel,Hospitality,15,11.8,88.2,High Resilience
Grants Manager,Communication & PR,15,11.266666666666667,88.73333333333333,High Resilience
Management Trainee,Data & IT,15,12.933333333333334,87.06666666666666,High Resilience
Medical Director,Administrative & Clerical,15,13.503333333333334,86.49666666666667,High Resilience
Membership Director,Leadership & Strategy,15,14.16,85.84,High Resilience
President,Medical & Healthcare,15,10.17,89.83,High Resilience
Principal,Supply Chain & Logistics,15,9.573333333333334,90.42666666666666,High Resilience
Resident Director,Law Enforcement,15,16.89666666666667,83.10333333333332,High Resilience
School Director,Construction,15,13.776666666666667,86.22333333333333,High Resilience
Vice President,Sales & Marketing,15,14.233333333333333,85.76666666666667,High Resilience
Part Time Sales Associate,Hospitality,15,15.173333333333334,84.82666666666667,High Resilience
Sales Clerk,Communication & PR,15,12.943333333333332,87.05666666666667,High Resilience
Sales Contractor,Data & IT,15,13.816666666666666,86.18333333333334,High Resilience
Sales Engineer,Administrative & Clerical,15,12.716666666666669,87.28333333333333,High Resilience
Sales Professional,Leadership & Strategy,15,14.333333333333334,85.66666666666667,High Resilience
Salesman,Medical & Healthcare,15,14.3,85.7,High Resilience
Strategic Account Manager,Supply Chain & Logistics,15,13.833333333333334,86.16666666666667,High Resilience
Technical Sales Manager,Law Enforcement,15,14.35,85.65,High Resilience
Territory Manager,Construction,15,13.5,86.5,High Resilience
Vendor,Sales & Marketing,15,14.266666666666667,85.73333333333333,High Resilience
Yacht Broker,Hospitality,15,13.14,86.86,High Resilience
Certified Nursing Assistant,Communication & PR,15,16.956666666666667,83.04333333333334,High Resilience
Clinical Nursing Instructor,Data & IT,15,13.633333333333333,86.36666666666667,High Resilience
Mds Nurse,Administrative & Clerical,15,25.74,74.26,High Resilience
Nurse Anesthetist,Leadership & Strategy,15,18.63,81.37,High Resilience
Nurse Educator,Medical & Healthcare,15,14.31,85.69,High Resilience
Telephone Triage Nurse,Supply Chain & Logistics,15,8.496666666666666,91.50333333333333,High Resilience
Triage Nurse,Law Enforcement,15,12.276666666666667,87.72333333333333,High Resilience
Camp Director,Construction,15,13.193333333333332,86.80666666666667,High Resilience
Community Planner,Sales & Marketing,15,10.68,89.32,High Resilience
Night,Hospitality,15,17.44333333333333,82.55666666666667,High Resilience
Signing Agent,Communication & PR,15,17.69,82.31,High Resilience
Traveler,Data & IT,15,13.643333333333333,86.35666666666667,High Resilience
Assistant Engineer,Administrative & Clerical,15,34.27333333333333,65.72666666666666,Medium Resilience
Boiler Operator,Leadership & Strategy,15,24.766666666666666,75.23333333333333,High Resilience
Bridge Inspector,Medical & Healthcare,15,19.216666666666665,80.78333333333333,High Resilience
Building Engineer,Supply Chain & Logistics,15,14.066666666666666,85.93333333333334,High Resilience
Civil Engineering Technician,Law Enforcement,15,10.53,89.47,High Resilience
Construction Inspector,Construction,15,13.923333333333334,86.07666666666667,High Resilience
Corrosion Technician,Sales & Marketing,15,21.78333333333333,78.21666666666667,High Resilience
Cost Engineer,Hospitality,15,14.783333333333331,85.21666666666667,High Resilience
Director Of Engineering,Communication & PR,15,14.5,85.5,High Resilience
Electrical Engineering Technician,Data & IT,15,14.033333333333331,85.96666666666667,High Resilience
Engineering Director,Administrative & Clerical,15,13.8,86.2,High Resilience
Engineering Manager,Leadership & Strategy,15,13.916666666666666,86.08333333333333,High Resilience
Engineering Technician,Medical & Healthcare,15,13.776666666666667,86.22333333333333,High Resilience
Gas Technician,Supply Chain & Logistics,15,13.906666666666666,86.09333333333333,High Resilience
Human Factors Engineer,Law Enforcement,15,17.266666666666666,82.73333333333333,High Resilience
Industrial Electrician,Construction,15,14.88,85.12,High Resilience
Industrial Mechanic,Sales & Marketing,15,14.1,85.9,High Resilience
Instrument Technician,Hospitality,15,14.683333333333334,85.31666666666666,High Resilience
Junior Engineer,Communication & PR,15,14.516666666666667,85.48333333333333,High Resilience
Mechanical Engineering Technician,Data & IT,15,15.43,84.57,High Resilience
Nuclear Engineer,Administrative & Clerical,15,18.08,81.92,High Resilience
Plumbing Engineer,Leadership & Strategy,15,13.906666666666666,86.09333333333333,High Resilience
Power Plant Engineer,Medical & Healthcare,15,22.45,77.55,High Resilience
Refrigeration Engineer,Supply Chain & Logistics,15,37.32666666666667,62.67333333333333,Medium Resilience
Stationary Engineer,Law Enforcement,15,24.41,75.59,High Resilience
Utility Locator,Construction,15,18.883333333333333,81.11666666666667,High Resilience
Emergency Management,Sales & Marketing,15,13.69,86.31,High Resilience
Management Assistant,Hospitality,15,13.6,86.4,High Resilience
Office Associate,Communication & PR,15,14.166666666666666,85.83333333333333,High Resilience
Office Manager,Data & IT,15,14.75,85.25,High Resilience
Operations Associate,Administrative & Clerical,15,13.603333333333332,86.39666666666668,High Resilience
Personal Assistant,Leadership & Strategy,15,13.616666666666667,86.38333333333333,High Resilience
Practice Administrator,Medical & Healthcare,15,13.283333333333331,86.71666666666667,High Resilience
Practice Manager,Supply Chain & Logistics,15,12.833333333333334,87.16666666666667,High Resilience
Senior Executive Assistant,Law Enforcement,15,12.73,87.27,High Resilience
Shift Supervisor,Construction,15,12.58,87.42,High Resilience
Team Lead,Sales & Marketing,15,14.126666666666669,85.87333333333333,High Resilience
Aircraft Dispatcher,Hospitality,15,14.496666666666666,85.50333333333333,High Resilience
Aircraft Electrician,Communication & PR,15,12.38,87.62,High Resilience
Airport Attendant,Data & IT,15,13.986666666666666,86.01333333333334,High Resilience
Bus Aide,Administrative & Clerical,15,16.2,83.8,High Resilience
Dispatch Manager,Leadership & Strategy,15,14.123333333333331,85.87666666666667,High Resilience
Fleet Coordinator,Medical & Healthcare,15,14.6,85.4,High Resilience
Fleet Mechanic,Supply Chain & Logistics,15,19.03,80.97,High Resilience
Flight Coordinator,Law Enforcement,15,13.816666666666666,86.18333333333334,High Resilience
Flight Engineer,Construction,15,16.263333333333332,83.73666666666666,High Resilience
Helicopter Mechanic,Sales & Marketing,15,11.69,88.31,High Resilience
Patient Escort,Hospitality,15,14.83,85.17,High Resilience
Signal Maintainer,Communication & PR,15,34.71666666666667,65.28333333333333,Medium Resilience
Terminal Operator,Data & IT,15,19.05333333333333,80.94666666666667,High Resilience
Traffic Controller,Administrative & Clerical,15,14.05,85.95,High Resilience
Transit Bus Driver,Leadership & Strategy,15,23.786666666666665,76.21333333333334,High Resilience
Transit Operator,Medical & Healthcare,15,23.44,76.56,High Resilience
Transport Driver,Supply Chain & Logistics,15,14.07,85.93,High Resilience
Van Driver,Law Enforcement,15,17.77,82.23,High Resilience
Bakery Assistant,Construction,15,16.926666666666666,83.07333333333334,High Resilience
Barback,Sales & Marketing,15,16.92,83.08,High Resilience
Barista,Hospitality,14,14.073333333333334,85.92666666666666,High Resilience
Bartender,Communication & PR,14,15.816666666666666,84.18333333333334,High Resilience
Breakfast Attendant,Data & IT,13,14.383333333333333,85.61666666666667,High Resilience
Cart Attendant,Administrative & Clerical,13,12.683333333333334,87.31666666666666,High Resilience
Golf Cart Attendant,Leadership & Strategy,13,14.86,85.14,High Resilience
Lifeguard,Medical & Healthcare,12,15.116666666666667,84.88333333333333,High Resilience
Mental Health Worker,Supply Chain & Logistics,12,15.2,84.8,High Resilience
Neonatologist,Law Enforcement,12,18.15,81.85,High Resilience
Nephrologist,Construction,12,14.873333333333331,85.12666666666667,High Resilience
Neurologist,Sales & Marketing,12,18.3,81.7,High Resilience
Neuropsychologist,Hospitality,12,14.17,85.83,High Resilience
Neurosurgeon,Communication & PR,12,13.56,86.44,High Resilience
Ob Gyn,Data & IT,12,22.75333333333333,77.24666666666667,High Resilience
Obstetrician,Administrative & Clerical,12,15.62,84.38,High Resilience
Occupational Medicine Physician,Leadership & Strategy,12,13.76,86.24,High Resilience
Oncologist,Medical & Healthcare,12,17.546666666666667,82.45333333333333,High Resilience
Ophthalmologist,Supply Chain & Logistics,12,17.14,82.86,High Resilience
Oral Surgeon,Law Enforcement,12,25.036666666666665,74.96333333333334,High Resilience
Orthodontist,Construction,12,16.58,83.42,High Resilience
Orthopaedic Surgeon,Sales & Marketing,12,27.496666666666663,72.50333333333333,High Resilience
Orthopedic Nurse Practitioner,Hospitality,12,15.003333333333334,84.99666666666667,High Resilience
Orthopedic Surgeon,Communication & PR,12,13.416666666666666,86.58333333333333,High Resilience
Outpatient Therapist,Data & IT,12,15.286666666666669,84.71333333333334,High Resilience
Pathologist,Administrative & Clerical,12,18.76,81.24,High Resilience
Pediatric Cardiologist,Leadership & Strategy,12,17.073333333333334,82.92666666666666,High Resilience
Pediatric Dentist,Medical & Healthcare,12,14.06,85.94,High Resilience
Pediatric Hospitalist,Supply Chain & Logistics,12,19.98,80.02,High Resilience
Pediatrician,Law Enforcement,12,20.916666666666668,79.08333333333333,High Resilience
Periodontist,Construction,12,15.18,84.82,High Resilience
Physician,Sales & Marketing,12,15.49,84.51,High Resilience
Physician Assistant,Hospitality,12,15.706666666666669,84.29333333333334,High Resilience
Plastic Surgeon,Communication & PR,12,15.486666666666666,84.51333333333334,High Resilience
Podiatrist,Data & IT,12,14.753333333333334,85.24666666666667,High Resilience
Prosthetist,Administrative & Clerical,12,12.446666666666667,87.55333333333333,High Resilience
Prosthodontist,Leadership & Strategy,12,11.3,88.7,High Resilience
Public Health Dentist,Medical & Healthcare,12,12.77,87.23,High Resilience
Registered Dietitian,Supply Chain & Logistics,12,16.756666666666668,83.24333333333334,High Resilience
Renal Dietitian,Law Enforcement,12,14.056666666666668,85.94333333333333,High Resilience
Retail Pharmacist,Construction,12,14.63,85.37,High Resilience
Sports Medicine Physician,Sales & Marketing,12,14.84,85.16,High Resilience
Staff Pharmacist,Hospitality,12,13.333333333333334,86.66666666666667,High Resilience
Surgeon,Communication & PR,12,14.876666666666669,85.12333333333333,High Resilience
Trauma Surgeon,Data & IT,12,13.193333333333332,86.80666666666667,High Resilience
Urologist,Administrative & Clerical,12,17.763333333333332,82.23666666666666,High Resilience
Vascular Surgeon,Leadership & Strategy,12,14.803333333333333,85.19666666666667,High Resilience
Wic Nutritionist,Medical & Healthcare,11,9.943333333333332,90.05666666666667,High Resilience
Aircraft Cleaner,Supply Chain & Logistics,11,10.773333333333332,89.22666666666667,High Resilience
Auto Appraiser,Law Enforcement,11,12.023333333333332,87.97666666666667,High Resilience
Auto Detailer,Construction,10,11.3,88.7,High Resilience
Day Porter,Sales & Marketing,10,17.31,82.69,High Resilience
Detailer,Hospitality,10,16.236666666666668,83.76333333333334,High Resilience
Electrical Superintendent,Communication & PR,10,9.52,90.48,High Resilience
Equipment Manager,Data & IT,10,12.406666666666666,87.59333333333333,High Resilience
Farm,Administrative & Clerical,10,9.333333333333334,90.66666666666667,High Resilience
Farm Hand,Leadership & Strategy,10,28.24333333333333,71.75666666666667,High Resilience
Farm Manager,Medical & Healthcare,10,8.766666666666667,91.23333333333333,High Resilience
Farmer,Supply Chain & Logistics,10,10.61,89.39,High Resilience
Finisher,Law Enforcement,10,7.976666666666667,92.02333333333334,High Resilience
Jeweler,Construction,10,11.343333333333334,88.65666666666667,High Resilience
Landscape Foreman,Sales & Marketing,10,16.55666666666667,83.44333333333333,High Resilience
Landscaping,Hospitality,10,10.173333333333334,89.82666666666667,High Resilience
Loadmaster,Communication & PR,10,16.403333333333332,83.59666666666666,High Resilience
Low Voltage Electrician,Data & IT,10,12.16,87.84,High Resilience
Luthier,Administrative & Clerical,10,13.716666666666669,86.28333333333333,High Resilience
Maintenance Assistant,Leadership & Strategy,10,17.383333333333333,82.61666666666667,High Resilience
Manual Machinist,Medical & Healthcare,10,12.076666666666666,87.92333333333333,High Resilience
Marine Electrician,Supply Chain & Logistics,10,18.17,81.83,High Resilience
Mig Welder,Law Enforcement,10,10.7,89.3,High Resilience
Motorcycle Mechanic,Construction,10,10.96,89.03999999999999,High Resilience
Oil Field,Sales & Marketing,10,17.726666666666667,82.27333333333334,High Resilience
Pipefitter,Hospitality,10,11.753333333333334,88.24666666666667,High Resilience
Plasterer,Communication & PR,10,11.25,88.75,High Resilience
Plumbing Inspector,Data & IT,10,17.376666666666665,82.62333333333333,High Resilience
Porter,Administrative & Clerical,10,12.22,87.78,High Resilience
Rig Welder,Leadership & Strategy,10,19.69,80.31,High Resilience
Solar Installer,Medical & Healthcare,10,13.163333333333334,86.83666666666667,High Resilience
Solar Panel Installer,Supply Chain & Logistics,10,11.326666666666666,88.67333333333333,High Resilience
Solar Technician,Law Enforcement,10,12.25,87.75,High Resilience
Sprinkler Fitter,Construction,10,24.29,75.71000000000001,High Resilience
Union Carpenter,Sales & Marketing,10,16.733333333333334,83.26666666666667,High Resilience
Wildlife Technician,Hospitality,10,11.486666666666666,88.51333333333334,High Resilience
Wind Technician,Communication & PR,10,15.836666666666666,84.16333333333333,High Resilience
Wind Turbine Technician,Data & IT,10,14.953333333333331,85.04666666666667,High Resilience
Lumper,Administrative & Clerical,10,18.92333333333333,81.07666666666667,High Resilience
Manufacturing,Leadership & Strategy,10,10.986666666666666,89.01333333333334,High Resilience
Production Specialist,Medical & Healthcare,10,9.153333333333334,90.84666666666666,High Resilience
Seamstress,Supply Chain & Logistics,10,19.216666666666665,80.78333333333333,High Resilience
Stitcher,Law Enforcement,10,17.65,82.35,High Resilience
Process Development Engineer,Construction,10,10.18,89.82,High Resilience
Production Technician,Sales & Marketing,10,12.16,87.84,High Resilience
Release Manager,Hospitality,10,10.05,89.95,High Resilience
Technical Manager,Communication & PR,10,10.416666666666666,89.58333333333333,High Resilience
Yield Engineer,Data & IT,10,10.276666666666667,89.72333333333333,High Resilience
Aquatics Director,Administrative & Clerical,10,14.806666666666668,85.19333333333333,High Resilience
Director Of Analytics,Leadership & Strategy,10,10.716666666666669,89.28333333333333,High Resilience
Psychometrist,Medical & Healthcare,10,10.56,89.44,High Resilience
Activities Director,Supply Chain & Logistics,10,9.623333333333331,90.37666666666667,High Resilience
Benefits Manager,Law Enforcement,10,11.436666666666667,88.56333333333333,High Resilience
Campus Recruiter,Construction,10,13.283333333333331,86.71666666666667,High Resilience
Headhunter,Sales & Marketing,10,11.666666666666666,88.33333333333333,High Resilience
Hr Assistant,Hospitality,10,10.216666666666669,89.78333333333333,High Resilience
Hr Representative,Communication & PR,10,11.1,88.9,High Resilience
Hse Manager,Data & IT,10,10.35,89.65,High Resilience
Human Resource Assistant,Administrative & Clerical,10,14.516666666666667,85.48333333333333,High Resilience
Human Resources Assistant,Leadership & Strategy,10,10.183333333333334,89.81666666666666,High Resilience
Human Resources Officer,Medical & Healthcare,10,11.633333333333333,88.36666666666667,High Resilience
Leadership Development Program,Supply Chain & Logistics,10,11.7,88.3,High Resilience
Learning And Development Specialist,Law Enforcement,10,11.883333333333333,88.11666666666667,High Resilience
Training Director,Construction,10,10.983333333333333,89.01666666666667,High Resilience
Vice President Of Human Resources,Sales & Marketing,10,11.516666666666667,88.48333333333333,High Resilience
Administrative Law Judge,Hospitality,10,11.016666666666667,88.98333333333333,High Resilience
City Attorney,Communication & PR,10,11.5,88.5,High Resilience
Court Administrator,Data & IT,10,11.313333333333333,88.68666666666667,High Resilience
District Attorney,Administrative & Clerical,10,11.296666666666669,88.70333333333333,High Resilience
Inspector General,Leadership & Strategy,10,11.393333333333333,88.60666666666667,High Resilience
Managing Partner,Medical & Healthcare,10,21.9,78.1,High Resilience
Mediator,Supply Chain & Logistics,10,13.256666666666666,86.74333333333334,High Resilience
Subject Matter Expert,Law Enforcement,10,10.616666666666667,89.38333333333333,High Resilience
Animal Trainer,Construction,10,11.123333333333331,88.87666666666667,High Resilience
Dog Bather,Sales & Marketing,10,11.45,88.55,High Resilience
Dog Daycare,Hospitality,10,15.5,84.5,High Resilience
Dog Handler,Communication & PR,10,16.163333333333334,83.83666666666667,High Resilience
Dog Sitter,Data & IT,10,11.956666666666669,88.04333333333334,High Resilience
Dog Walker,Administrative & Clerical,10,10.583333333333334,89.41666666666667,High Resilience
Equestrian,Leadership & Strategy,10,10.376666666666669,89.62333333333333,High Resilience
Pet Sitter,Medical & Healthcare,10,17.783333333333335,82.21666666666667,High Resilience
Wrangler,Supply Chain & Logistics,10,16.406666666666666,83.59333333333333,High Resilience
Advocate,Law Enforcement,10,13.73,86.27,High Resilience
Chaplain,Construction,10,19.05,80.95,High Resilience
Hospital Chaplain,Sales & Marketing,10,15.46,84.53999999999999,High Resilience
Worship Leader,Hospitality,10,11.486666666666666,88.51333333333334,High Resilience
Youth Minister,Communication & PR,10,8.843333333333334,91.15666666666667,High Resilience
Assistant Golf Professional,Data & IT,10,9.233333333333333,90.76666666666667,High Resilience
Golf Course Superintendent,Administrative & Clerical,10,9.683333333333334,90.31666666666666,High Resilience
Golf Professional,Leadership & Strategy,10,9.28,90.72,High Resilience
Agile Coach,Medical & Healthcare,10,10.293333333333331,89.70666666666666,High Resilience
Bridal Consultant,Supply Chain & Logistics,10,10.373333333333331,89.62666666666667,High Resilience
Career Advisor,Law Enforcement,10,10.136666666666668,89.86333333333333,High Resilience
Career Counselor,Construction,10,10.846666666666666,89.15333333333334,High Resilience
Franchise Business Consultant,Sales & Marketing,10,9.85,90.15,High Resilience
Job Coach,Hospitality,10,10.036666666666669,89.96333333333334,High Resilience
Life Coach,Communication & PR,10,11.783333333333331,88.21666666666667,High Resilience
Relocation Consultant,Data & IT,10,8.943333333333333,91.05666666666667,High Resilience
Call Center Director,Administrative & Clerical,10,11.066666666666666,88.93333333333334,High Resilience
Client Advisor,Leadership & Strategy,10,10.683333333333334,89.31666666666666,High Resilience
Client Coordinator,Medical & Healthcare,10,10.566666666666666,89.43333333333334,High Resilience
Customer Representative,Supply Chain & Logistics,10,10.733333333333333,89.26666666666667,High Resilience
Customer Service Advisor,Law Enforcement,10,10.766666666666667,89.23333333333333,High Resilience
Customer Service Agent,Construction,10,10.4,89.6,High Resilience
Customer Service Assistant,Sales & Marketing,10,10.6,89.4,High Resilience
Customer Service Coordinator,Hospitality,10,11.3,88.7,High Resilience
Customer Service Manager,Communication & PR,10,12.016666666666667,87.98333333333333,High Resilience
Account Assistant,Data & IT,10,12.513333333333334,87.48666666666666,High Resilience
Account Coordinator,Administrative & Clerical,10,10.116666666666667,89.88333333333333,High Resilience
Advertising Assistant,Leadership & Strategy,10,13.1,86.9,High Resilience
Advertising Coordinator,Medical & Healthcare,10,11.8,88.2,High Resilience
Booking Agent,Supply Chain & Logistics,10,9.55,90.45,High Resilience
Copywriter,Law Enforcement,10,13.266666666666667,86.73333333333333,High Resilience
Creative Assistant,Construction,10,11.75,88.25,High Resilience
Creative Director,Sales & Marketing,10,9.466666666666669,90.53333333333333,High Resilience
Field Marketing Representative,Hospitality,10,10.416666666666666,89.58333333333333,High Resilience
Marketing Copywriter,Communication & PR,10,10.383333333333333,89.61666666666667,High Resilience
Production Worker,Data & IT,10,13.523333333333332,86.47666666666667,High Resilience
Promotions Assistant,Administrative & Clerical,10,11.516666666666667,88.48333333333333,High Resilience
Senior Copywriter,Leadership & Strategy,10,10.383333333333333,89.61666666666667,High Resilience
Sponsor,Medical & Healthcare,10,10.25,89.75,High Resilience
Gas Station Cashier,Supply Chain & Logistics,10,13.45,86.55,High Resilience
Grocery Bagger,Law Enforcement,10,17.373333333333335,82.62666666666667,High Resilience
Grocery Store Manager,Construction,10,10.5,89.5,High Resilience
Mall,Sales & Marketing,10,11.583333333333334,88.41666666666667,High Resilience
Meat Cutter,Hospitality,10,11.303333333333333,88.69666666666667,High Resilience
Merchandising,Communication & PR,10,12.083333333333334,87.91666666666667,High Resilience
Retail Assistant Manager,Data & IT,10,10.366666666666667,89.63333333333333,High Resilience
Retail Director,Administrative & Clerical,10,9.816666666666666,90.18333333333334,High Resilience
Retail District Manager,Leadership & Strategy,10,9.983333333333333,90.01666666666667,High Resilience
Retail Management,Medical & Healthcare,10,10.5,89.5,High Resilience
Retail Manager,Supply Chain & Logistics,10,9.483333333333333,90.51666666666667,High Resilience
Retail Store Manager,Law Enforcement,10,9.866666666666667,90.13333333333333,High Resilience
Showroom Manager,Construction,10,10.15,89.85,High Resilience
Store Director,Sales & Marketing,10,10.116666666666667,89.88333333333333,High Resilience
Store Manager,Hospitality,10,9.083333333333334,90.91666666666667,High Resilience
Building Superintendent,Communication & PR,10,13.23,86.77,High Resilience
Civil Engineer,Data & IT,10,11.6,88.4,High Resilience
Concrete Worker,Administrative & Clerical,10,20.55666666666667,79.44333333333333,High Resilience
Construction Administrator,Leadership & Strategy,10,13.83,86.17,High Resilience
Construction Assistant,Medical & Healthcare,10,12.666666666666666,87.33333333333333,High Resilience
Construction Flagger,Supply Chain & Logistics,10,20.566666666666663,79.43333333333334,High Resilience
Construction Helper,Law Enforcement,10,14.05,85.95,High Resilience
Construction Project Engineer,Construction,10,11.733333333333333,88.26666666666667,High Resilience
Construction Superintendent,Sales & Marketing,10,27.58333333333333,72.41666666666667,High Resilience
Construction Technician,Hospitality,10,18.28333333333333,81.71666666666667,High Resilience
Director Of Construction,Communication & PR,10,12.55,87.45,High Resilience
Director Of Facilities,Data & IT,10,15.45,84.55,High Resilience
Electrician Apprentice,Administrative & Clerical,10,19.05,80.95,High Resilience
Glazier,Leadership & Strategy,10,17.436666666666667,82.56333333333333,High Resilience
Highway Maintenance Worker,Medical & Healthcare,10,27.516666666666666,72.48333333333333,High Resilience
Ironworker,Supply Chain & Logistics,10,19.05666666666667,80.94333333333333,High Resilience
Roofer,Law Enforcement,10,18.32,81.68,High Resilience
Saw Filer,Construction,10,17.613333333333333,82.38666666666667,High Resilience
Insurance,Sales & Marketing,10,10.043333333333331,89.95666666666666,High Resilience
Medical Librarian,Hospitality,10,9.033333333333331,90.96666666666667,High Resilience
Medication Aide,Communication & PR,10,12.766666666666667,87.23333333333333,High Resilience
Pharmacist Manager,Data & IT,10,10.973333333333333,89.02666666666667,High Resilience
Pharmacy Technician Instructor,Administrative & Clerical,10,10.696666666666667,89.30333333333333,High Resilience
Child Advocate,Leadership & Strategy,10,10.056666666666668,89.94333333333333,High Resilience
Community Organizer,Medical & Healthcare,10,11.566666666666666,88.43333333333334,High Resilience
Immigration Specialist,Supply Chain & Logistics,10,12.45,87.55,High Resilience
Social Service,Law Enforcement,10,9.666666666666666,90.33333333333333,High Resilience
Social Service Worker,Construction,10,10.366666666666667,89.63333333333333,High Resilience
Youth Mentor,Sales & Marketing,10,12.983333333333333,87.01666666666667,High Resilience
Supply Chain Management,Hospitality,10,10.95,89.05,High Resilience
Athletic Coordinator,Communication & PR,10,10.64,89.36,High Resilience
Athletic Director,Data & IT,10,10.87,89.13,High Resilience
Certified Athletic Trainer,Administrative & Clerical,10,8.833333333333334,91.16666666666667,High Resilience
Head Football Coach,Leadership & Strategy,10,8.153333333333334,91.84666666666666,High Resilience
Naturalist,Medical & Healthcare,10,12.413333333333334,87.58666666666667,High Resilience
Referee,Supply Chain & Logistics,10,14.386666666666668,85.61333333333333,High Resilience
Umpire,Law Enforcement,10,15.75,84.25,High Resilience
Author,Construction,10,10.176666666666666,89.82333333333334,High Resilience
Creative Writer,Sales & Marketing,10,10.316666666666666,89.68333333333334,High Resilience
Environment Artist,Hospitality,10,10.823333333333334,89.17666666666666,High Resilience
Field Interviewer,Communication & PR,10,9.45,90.55,High Resilience
Game Master,Data & IT,10,11.75,88.25,High Resilience
Grant Writer,Administrative & Clerical,10,10.816666666666666,89.18333333333334,High Resilience
Multimedia Journalist,Leadership & Strategy,10,10.483333333333333,89.51666666666667,High Resilience
News Anchor,Medical & Healthcare,10,10.986666666666666,89.01333333333334,High Resilience
News Photographer,Supply Chain & Logistics,10,8.376666666666667,91.62333333333333,High Resilience
News Reporter,Law Enforcement,10,10.2,89.8,High Resilience
